0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",split
0,1963135231,Fri May 29 12:15:25 PDT 2009,NO_QUERY,theramon,@roxannakate I need to buy it for the iPhone. It's such a good app. Only works on WI-FI though ,-1.3486818371163956
0,2253657934,Sat Jun 20 08:32:05 PDT 2009,NO_QUERY,sotodura,Should be used this one? ,-0.17945376322469925
0,2060188505,Sat Jun 06 18:25:51 PDT 2009,NO_QUERY,rachellfinch,@annahhfreeman i'm crying already! Its ridiculous. I'm so sad. ,-0.5800518713983912
4,1974908917,Sat May 30 14:03:31 PDT 2009,NO_QUERY,paris_corrupted,"@my_delirium how the fuck do you have so many dykes near you? im assuming its a normal bar? :L and suuure, fancy meeting me tomorrow? ",-1.8464503614526186
0,1992914081,Mon Jun 01 09:31:42 PDT 2009,NO_QUERY,samnicyu,@donjuan_  5 days till school for me more or less  oh well......,-0.18218075259552116
4,2177502754,Mon Jun 15 06:13:13 PDT 2009,NO_QUERY,janinelaporte,Feeling strangely energetic and positive today. Wow. ,-0.16459325884498616
0,1469029203,Tue Apr 07 04:54:32 PDT 2009,NO_QUERY,Mithrilendil,@coren42 erf can't listen to it at work ,0.04788494727476863
0,2048084883,Fri Jun 05 14:38:23 PDT 2009,NO_QUERY,DRAKES_Num1,Wad it do mah twitter fam?? Bummed cant attend da concert in ct satrring day 26 &amp;&amp; more..   Make me feel better..,-0.3119574132932437
4,1564524805,Mon Apr 20 03:53:53 PDT 2009,NO_QUERY,packtpub,@einsteinboi - thanks! We feel so old ,-0.7491962076055754
4,2003205365,Tue Jun 02 06:05:24 PDT 2009,NO_QUERY,gewoonlianne,@youngmillionare thanks! ,0.7950149831488251
0,2242623025,Fri Jun 19 12:25:22 PDT 2009,NO_QUERY,LaurieInQueens,"@bumblebums Oh, the poor sweeties! ",-1.7228468477716408
0,1469755860,Tue Apr 07 07:19:33 PDT 2009,NO_QUERY,jcmoreno14,"had a dream where he was trying to tell his friends that he had just found out he had a child w/ someone, but they didn't care. ",0.1689290261664238
4,1966766219,Fri May 29 18:21:39 PDT 2009,NO_QUERY,nicholo,packed house this evening at downtown old chicagos  #let'sgolakers!  http://twitpic.com/6857t,-1.6967246579983077
0,1753627280,Sun May 10 02:35:45 PDT 2009,NO_QUERY,dorward,Woke up at 0530 after another night without much sleep. Looks like I won't make it back to hackday. ,0.40026785798866144
0,1971017036,Sat May 30 05:58:22 PDT 2009,NO_QUERY,DivasMistress,I tried home depot @dozi1 and they told me they dont ,0.7780014947585421
0,1960217240,Fri May 29 07:36:43 PDT 2009,NO_QUERY,XanderGryphon,"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline. ",-0.26605154935153913
0,2262288485,Sat Jun 20 22:13:35 PDT 2009,NO_QUERY,saRaLeeNess,@sergio_mg03 idkk what to do ,1.5997984265904037
4,1971194485,Sat May 30 06:28:49 PDT 2009,NO_QUERY,stickypop,"@DollyOblong oo awesome  I'll have a look, I love it! ",-0.765852131932218
4,1970952898,Sat May 30 05:46:12 PDT 2009,NO_QUERY,PreternReviews,@anyabast Told you it was funny ,0.13065079345220348
4,1932874238,Tue May 26 22:25:30 PDT 2009,NO_QUERY,onepaged,@ponystark the name of the god of their religion is Suprianna. They typoed it Superman. ,-0.5338847341699723
0,1969001416,Fri May 29 22:45:50 PDT 2009,NO_QUERY,jordanjustify,Devans annoying me. Since he doesn't like tlking ,-0.365043756652587
4,1834940912,Mon May 18 04:40:48 PDT 2009,NO_QUERY,jackmh,"and please, don't fuck anybody's wife unless she's RELLY asking for it  ",-0.7774506288054487
0,1880592188,Fri May 22 01:47:33 PDT 2009,NO_QUERY,bianca2712,is going crazy at work!! 1 hour left!! and i'm SO BORED!! ,0.2467009746051087
0,2264011427,Sun Jun 21 02:30:03 PDT 2009,NO_QUERY,krysiekins,I just broke my pen. Total FML moment right there ae ,0.21066962928394864
0,1692093855,Sun May 03 19:15:47 PDT 2009,NO_QUERY,berdandbee,@CreationsByR yucky rain ,-0.2608970486787115
4,1469069970,Tue Apr 07 05:04:50 PDT 2009,NO_QUERY,MissxMarisa,@Tsarnick Hahahaha! The one with peace sign shirt is my twin ,2.621373991641128
4,2063978433,Sun Jun 07 04:48:13 PDT 2009,NO_QUERY,Letanya,"@OliverPhelps  hope it clears up for you, and have lots of fun ",-0.6866503724297276
0,2186101420,Mon Jun 15 18:21:26 PDT 2009,NO_QUERY,Miss_Temple,@amandapalmer If I wouldn't have to auction my own stuff on ebay for getting any money I surely would've bought some of your stuff. ,-0.28984174056418743
0,2325318998,Thu Jun 25 05:13:08 PDT 2009,NO_QUERY,le3on9,Dang it. All the hotels I've been has really soft beds. It makes my back hurt ,2.5730099792894836
0,2058846848,Sat Jun 06 15:44:45 PDT 2009,NO_QUERY,SarahJoyy,Don't be bummed!  we can make up for it.,0.4968777732160365
0,1694476551,Mon May 04 02:48:13 PDT 2009,NO_QUERY,xReinna,I am sooo BORED (again) that's what i hate about vacation ,-0.567020401171813
4,1984260079,Sun May 31 14:45:24 PDT 2009,NO_QUERY,JenelleC,@jonathanrknight Cool!!   happy flying!!! http://bit.ly/YrJpN,-1.3266656618378376
4,1823597732,Sat May 16 22:24:47 PDT 2009,NO_QUERY,DressageDiva,well im off to bed... long and awesome week behind me and a long long day ahead..  gotta love it,0.3591849975731555
4,2069008219,Sun Jun 07 15:05:51 PDT 2009,NO_QUERY,cloudissocool,i found them! they wherent at stop and shop. so i decided to go to the kings in the next town. im buying 40$s worth ,-0.3269102059237835
4,1991908393,Mon Jun 01 07:52:29 PDT 2009,NO_QUERY,AnePires,"I'm in the mood for junkie food today..............McDonald's, here I go!!!  ",-1.1454677989239463
0,1965285228,Fri May 29 15:39:03 PDT 2009,NO_QUERY,singingislife18,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay ",0.48016426140260016
4,2071990209,Sun Jun 07 20:12:52 PDT 2009,NO_QUERY,spoutingtwit,getting ready to hit the sack... 3:15 comes around pretty quick!  #fb,0.6217983773944286
4,1956914318,Thu May 28 23:01:02 PDT 2009,NO_QUERY,saucy_ann,@todex33 is a silly hubby right now. ,-1.1688960925634226
4,1880345036,Fri May 22 00:54:51 PDT 2009,NO_QUERY,penguingirl74,@liverpoolweath Gaming day tomorrow then lol And then out for some fresh air on Sunday then. ,1.7955042248080715
0,2054704788,Sat Jun 06 07:55:15 PDT 2009,NO_QUERY,Squarlotte,Going out for a meal tonight!! Dont wanna go.         I will take my ipod and phone to entertain myself.,1.455022216889345
4,1981581984,Sun May 31 09:27:31 PDT 2009,NO_QUERY,titi_215,"@datgirlcomedy it was packed, kitchen busy/bar busy...i was busy, @aamin1 was filming the whole thing...it was a success ",0.6151004709550312
0,2206556845,Wed Jun 17 06:43:25 PDT 2009,NO_QUERY,dswints,I'm def having seperation anxiety ,2.1924439843628503
0,1991339564,Mon Jun 01 06:51:32 PDT 2009,NO_QUERY,qprecious33,I closed one option and had another one closed for me! ,0.4585602954677993
0,2192259337,Tue Jun 16 06:45:46 PDT 2009,NO_QUERY,niki0979,Sebastian is sick. ,2.27191499578181
0,2059744947,Sat Jun 06 17:33:05 PDT 2009,NO_QUERY,therisa96,(sad)...my mom said we might move next summer!   *tearz*,-0.5426644793770211
0,1678872906,Sat May 02 07:57:07 PDT 2009,NO_QUERY,ritawiebner,So BAD! Getting out of the car during the shoot-Joels camera strap got caught on my leg &amp; I dropped his camera on the ground  it's ok tho,-0.9517446730955935
0,1554169282,Sat Apr 18 16:15:28 PDT 2009,NO_QUERY,varsxusar,Stupid food ,1.2486091283127734
4,2058761483,Sat Jun 06 15:34:40 PDT 2009,NO_QUERY,krystanhonour,"today got new jeans, shirt, sunglasses (I know its raining) and mum and ian came back down to see us all, isla sees grand parents again ",-2.584719924339577
0,2300967805,Tue Jun 23 14:49:38 PDT 2009,NO_QUERY,Juicylover1,Laying on the boat having a blast gotta go home tomorrow ,0.8836407996563009
0,2013535513,Tue Jun 02 22:55:08 PDT 2009,NO_QUERY,megannnx3,"Math children's book. Ack. I want this week to be over, but don't. Last week for seniors! ",0.12349718917433618
0,2263881034,Sun Jun 21 02:05:24 PDT 2009,NO_QUERY,Adriana_G,@vipvirtualsols Probably good that I missed it hten... ,1.8715169854111204
4,2053804273,Sat Jun 06 05:45:06 PDT 2009,NO_QUERY,madelineryu,I really love being home ,0.26718186706919383
4,1882955284,Fri May 22 07:46:10 PDT 2009,NO_QUERY,LaCyn,Yesterday I heard the same song THRICE in a row on Joy 1250 CJYE. They have so gotta get a night DJ. ,0.10778993154063428
